Id,MSSubClass,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,YrSold,SalePrice
1025,20,RL,15498,8,6,1976,1976,0,Gd,1565,Y,2898,0,2898,1,Gd,1,2,2008,287000
1026,20,RL,7700,5,5,1972,1972,0,TA,882,Y,882,0,882,1,TA,0,2,2007,112500
1027,20,RL,9300,5,5,1960,1960,324,TA,1268,Y,1264,0,1264,1,TA,2,2,2010,167500
1028,20,RL,9520,8,5,2007,2008,338,Gd,1638,Y,1646,0,1646,1,Gd,1,3,2008,293077
1029,50,RL,9492,5,5,1941,1950,0,TA,768,Y,968,408,1376,1,TA,1,1,2007,105000
1030,160,RM,1680,6,7,1972,1972,281,TA,672,Y,672,546,1218,0,TA,0,1,2006,118000
1031,190,RH,7082,5,8,1916,1995,0,TA,686,Y,948,980,1928,0,TA,0,0,2006,160000
1032,75,RL,15863,7,3,1920,1970,0,TA,824,Y,1687,998,3082,1,TA,2,2,2009,197000
1033,60,RL,14541,8,7,1993,1993,0,Gd,1338,Y,1352,1168,2520,1,Gd,1,3,2006,310000
1034,20,RL,8125,7,5,2002,2002,295,Gd,1654,Y,1654,0,1654,1,Gd,0,3,2006,230000
1035,30,RL,6305,5,7,1938,1950,0,TA,920,Y,954,0,954,0,Fa,1,1,2007,119750
1036,20,RL,11500,4,3,1957,1957,0,TA,0,N,845,0,845,0,TA,0,1,2009,84000
1037,20,RL,12898,9,5,2007,2008,70,Gd,1620,Y,1620,0,1620,1,Ex,1,3,2009,315500
1038,60,RL,9240,8,5,2001,2002,396,Gd,1055,Y,1055,1208,2263,0,Gd,1,2,2008,287000
1039,160,RM,1533,4,6,1970,2008,0,TA,546,Y,798,546,1344,0,TA,1,0,2009,97000
1040,180,RM,1477,4,4,1970,1970,0,TA,630,Y,630,0,630,1,TA,0,1,2009,80000
1041,20,RL,13125,5,4,1957,2000,67,TA,1134,Y,1803,0,1803,1,TA,1,2,2006,155000
1042,60,RL,9130,6,8,1966,2000,252,TA,800,Y,800,832,1632,0,Gd,0,2,2008,173000
1043,120,RL,5381,6,5,2005,2005,135,Gd,1306,Y,1306,0,1306,1,Gd,1,2,2009,196000
1044,60,RL,11839,7,5,1990,1990,99,TA,1475,Y,1532,797,2329,1,Gd,1,2,2008,262280
1045,20,RL,9600,8,5,1981,1981,0,Gd,2524,Y,2524,0,2524,1,Gd,1,2,2009,278000
1046,20,RL,13680,3,5,1955,1955,0,TA,0,Y,1733,0,1733,0,TA,1,2,2009,139600
1047,60,RL,16056,9,5,2005,2006,208,Gd,1992,Y,1992,876,2868,0,Ex,1,3,2006,556581
1048,20,RL,9245,5,5,1994,1995,0,TA,990,Y,990,0,990,0,TA,0,2,2008,145000
1049,20,RL,21750,5,4,1960,2006,75,TA,0,Y,1771,0,1771,0,TA,1,2,2009,115000
1050,20,RL,11100,4,7,1946,2006,0,TA,0,Y,930,0,930,0,Gd,0,1,2010,84900
1051,20,RL,8993,7,5,2007,2007,0,Gd,1302,Y,1302,0,1302,0,Gd,0,2,2007,176485
1052,20,RL,11175,7,5,2007,2007,0,Gd,1316,Y,1316,0,1316,0,Gd,1,2,2007,200141
1053,60,RL,9500,6,6,1964,1978,272,TA,816,Y,1127,850,1977,0,TA,1,2,2007,165000
1054,20,RL,8562,5,6,1957,2002,145,TA,1216,Y,1526,0,1526,0,TA,1,1,2010,144500
1055,60,RL,11367,8,5,2002,2002,210,Gd,1065,Y,1091,898,1989,1,Gd,1,2,2006,255000
1056,20,RL,11361,6,5,1976,1976,160,TA,1193,Y,1523,0,1523,0,TA,1,2,2008,180000
1057,120,RL,7052,7,5,2005,2005,240,Gd,1364,Y,1364,0,1364,1,Gd,1,2,2006,185850
1058,60,RL,29959,7,6,1994,1994,0,Gd,973,Y,979,871,1850,0,Gd,1,2,2009,248000
1059,60,RL,11308,9,5,2008,2008,154,Ex,1104,Y,1130,1054,2184,1,Ex,1,3,2009,335000
1060,50,RL,11275,6,7,1932,1950,480,TA,854,Y,1096,895,1991,0,TA,1,2,2007,220000
1061,120,RL,4920,8,5,2001,2001,0,Gd,1338,Y,1338,0,1338,1,Gd,0,2,2010,213500
1062,30,C (all),18000,3,4,1935,1950,0,Fa,894,Y,894,0,894,0,TA,0,3,2008,81000
1063,190,RM,13600,5,5,1900,1950,0,TA,662,N,1422,915,2337,0,TA,0,2,2007,90000
1064,30,RM,6000,6,6,1925,1980,0,TA,1103,Y,1103,0,1103,0,Gd,1,2,2006,110500
1065,20,RL,11000,5,6,1966,1966,200,TA,1154,Y,1154,0,1154,0,TA,1,2,2009,154000
1066,60,RL,14000,7,5,1996,1997,0,Gd,1306,Y,1306,954,2260,1,Gd,0,2,2010,328000
1067,60,RL,7837,6,7,1993,1994,0,Gd,799,Y,799,772,1571,0,TA,1,2,2009,178000
1068,60,RL,9760,6,6,1964,1964,360,TA,780,Y,798,813,1611,1,TA,0,2,2008,167900
1069,160,RM,3964,6,4,1973,1973,0,TA,942,Y,1291,1230,2521,1,TA,1,2,2006,151400
1070,45,RL,9600,5,7,1949,2003,0,TA,845,Y,893,0,893,0,Gd,0,2,2007,135000
1071,20,RL,10152,5,5,1956,1956,120,TA,1048,Y,1048,0,1048,1,TA,0,1,2007,135000
1072,60,RL,11700,6,6,1968,1968,0,TA,727,Y,829,727,1556,0,TA,0,2,2009,154000
1073,50,RL,7585,5,3,1948,1950,0,TA,810,Y,1002,454,1456,1,TA,1,1,2006,91500
1074,60,RL,7950,6,6,1977,1977,140,TA,690,Y,698,728,1426,0,TA,0,2,2009,159500
1075,20,RL,8556,7,5,2006,2006,0,Gd,1240,Y,1240,0,1240,0,Gd,0,3,2007,194000
1076,70,RL,13125,7,6,1940,1984,0,TA,800,Y,960,780,1740,0,TA,2,1,2007,219500
1077,50,RL,10800,5,8,1936,1989,0,TA,796,Y,1096,370,1466,0,Gd,1,2,2006,170000
1078,20,RL,15870,5,5,1969,1969,0,TA,1096,Y,1096,0,1096,1,TA,0,1,2006,138800
1079,120,RM,4435,6,5,2004,2004,169,Gd,848,Y,848,0,848,1,Gd,1,2,2006,155900
1080,20,RL,8775,5,5,1994,1994,0,TA,990,Y,990,0,990,0,TA,0,1,2007,126000
1081,20,RL,11040,6,7,1971,2004,144,Gd,1258,Y,1258,0,1258,0,Gd,0,2,2008,145000
1082,20,RL,7500,5,5,1963,1963,0,TA,1040,Y,1040,0,1040,1,TA,0,1,2010,133000
1083,20,RL,8749,7,5,2002,2002,100,Gd,1459,Y,1459,0,1459,0,Gd,1,2,2007,192000
1084,20,RL,8800,6,6,1964,1964,425,TA,1251,Y,1251,0,1251,1,TA,2,1,2006,160000
1085,60,RL,13031,6,5,1995,1996,0,TA,691,Y,691,807,1498,0,TA,1,2,2006,187500
1086,85,RL,9069,6,6,1992,1992,0,TA,936,Y,996,0,996,1,Gd,0,2,2010,147000
1087,160,RM,1974,4,5,1973,1973,0,TA,546,Y,546,546,1092,0,TA,0,1,2010,83500
1088,60,FV,10574,8,5,2005,2006,0,Gd,1082,Y,1082,871,1953,0,Gd,1,3,2009,252000
1089,160,RM,2522,7,5,2004,2004,50,Gd,970,Y,970,739,1709,0,Gd,0,2,2006,137500
1090,120,FV,3316,8,5,2005,2005,0,Gd,1247,Y,1247,0,1247,1,Gd,1,2,2006,197000
1091,90,RL,8544,3,4,1950,1950,0,TA,0,N,1040,0,1040,0,TA,0,2,2009,92900
1092,160,FV,2160,7,5,1999,2000,212,Gd,600,Y,624,628,1252,1,Gd,0,2,2008,160000
1093,50,RL,8400,6,5,1925,1950,0,TA,1181,Y,1390,304,1694,0,TA,1,2,2008,136500
1094,20,RL,9230,5,8,1965,1998,166,TA,864,Y,1200,0,1200,1,Gd,0,2,2006,146000
1095,20,RL,5868,5,7,1956,2000,0,TA,936,Y,936,0,936,1,TA,0,1,2010,129000
1096,20,RL,9317,6,5,2006,2006,0,Gd,1314,Y,1314,0,1314,0,Gd,1,2,2007,176432
1097,70,RM,6882,6,7,1914,2006,0,TA,684,Y,773,582,1355,0,Gd,0,0,2007,127000
1098,120,RL,3696,8,5,1986,1986,0,Gd,1074,Y,1088,0,1088,0,Gd,0,2,2007,170000
1099,50,RM,6000,4,6,1936,1950,0,TA,672,Y,757,567,1324,0,TA,0,1,2009,128000
1100,20,RL,11880,7,5,1978,1978,206,TA,1271,Y,1601,0,1601,0,TA,1,2,2009,157000
1101,30,RL,8400,2,5,1920,1950,0,TA,290,N,438,0,438,0,Fa,0,1,2009,60000
1102,20,RL,9758,5,5,1971,1971,0,TA,950,Y,950,0,950,0,TA,0,1,2007,119500
1103,20,RL,7000,5,7,1960,2002,45,TA,1010,Y,1134,0,1134,0,TA,0,1,2007,135000
1104,20,RL,8910,6,6,1959,1959,0,TA,655,Y,1194,0,1194,0,TA,1,2,2006,159500
1105,160,RM,2016,5,5,1970,1970,304,TA,630,Y,630,672,1302,0,TA,0,2,2007,106000
1106,60,RL,12256,8,5,1994,1995,362,Gd,1463,Y,1500,1122,2622,1,Gd,2,2,2010,325000
1107,20,RL,10357,7,5,1990,1991,0,Gd,910,Y,1442,0,1442,1,Gd,1,2,2007,179900
1108,60,RL,23257,7,5,2006,2006,0,Gd,868,Y,887,1134,2021,0,Gd,1,2,2006,274725
1109,60,RL,8063,6,5,2000,2000,0,TA,924,Y,948,742,1690,0,TA,1,2,2007,181000
1110,20,RL,11362,8,5,2004,2005,42,Gd,1836,Y,1836,0,1836,1,Gd,1,3,2009,280000
1111,60,RL,8000,6,5,1995,1996,0,TA,773,Y,773,885,1658,1,TA,1,2,2008,188000
1112,60,RL,10480,7,6,1976,1976,660,TA,803,Y,1098,866,1964,0,TA,1,2,2008,205000
1113,20,RL,7100,5,7,1957,1957,0,TA,816,Y,816,0,816,1,TA,0,1,2006,129900
1114,20,RL,8923,5,7,1953,2006,0,TA,1008,Y,1008,0,1008,1,Gd,0,1,2007,134500
1115,20,RL,5400,5,7,1954,2000,0,TA,833,Y,833,0,833,0,Gd,0,1,2006,117000
1116,20,RL,12085,8,5,2007,2007,328,Gd,1734,Y,1734,0,1734,1,Ex,1,3,2007,318000
1117,80,RL,7750,8,5,2002,2002,0,Gd,408,Y,779,640,1419,1,Gd,1,2,2009,184100
1118,20,RL,9764,5,7,1967,2003,0,TA,894,Y,894,0,894,1,Gd,0,2,2008,130000
1119,80,RL,13825,5,6,1958,1987,0,TA,533,Y,1021,580,1601,0,TA,0,1,2008,140000
1120,20,RL,7560,5,5,1959,1959,0,TA,1040,Y,1040,0,1040,0,TA,0,1,2006,133700
1121,30,RM,8263,6,5,1920,1950,0,TA,1012,Y,1012,0,1012,0,TA,1,1,2007,118400
1122,20,RL,10084,7,5,2005,2006,196,Gd,1552,Y,1552,0,1552,0,Gd,0,3,2006,212900
1123,20,RL,8926,4,3,1956,1956,0,TA,672,Y,960,0,960,0,TA,0,1,2009,112000
1124,20,RL,9405,5,9,1947,2008,0,TA,698,Y,698,0,698,0,TA,0,0,2009,118000
1125,80,RL,9125,7,5,1992,1992,170,TA,384,Y,812,670,1482,0,Gd,1,2,2007,163900
1126,20,RL,10434,4,5,1955,1955,0,TA,1005,Y,1005,0,1005,0,Fa,1,2,2009,115000
1127,120,RL,3684,7,5,2007,2007,130,Gd,1373,Y,1555,0,1555,0,Gd,1,3,2009,174000
1128,20,RL,14572,7,5,2004,2004,0,Gd,1530,Y,1530,0,1530,1,Gd,1,3,2007,259000
1129,60,RL,11796,7,5,2004,2005,0,Gd,847,Y,847,1112,1959,0,Gd,1,2,2007,215000
1130,90,RM,7200,5,5,1980,1980,180,TA,936,Y,936,0,936,1,TA,0,2,2007,140000
1131,50,RL,7804,4,3,1928,1950,0,TA,1122,Y,1328,653,1981,1,Gd,2,2,2009,135000
1132,20,RL,10712,5,5,1991,1992,0,TA,974,Y,974,0,974,0,TA,0,0,2007,93500
1133,70,RM,9900,6,4,1880,1950,0,TA,1008,Y,1178,1032,2210,0,Fa,0,1,2007,117500
1134,60,RL,9828,8,5,1995,1995,0,Gd,1128,Y,1142,878,2020,0,Gd,1,2,2009,239500
1135,60,RL,8773,6,5,1997,1997,0,TA,916,Y,916,684,1600,0,TA,1,2,2007,169000
1136,30,RM,6180,6,5,1926,1950,0,TA,960,N,986,0,986,0,TA,1,1,2007,102000
1137,50,RL,9600,6,5,1950,1950,0,TA,1032,Y,1032,220,1252,0,TA,0,1,2008,119000
1138,50,RL,6342,5,8,1875,1996,0,TA,780,N,780,240,1020,0,TA,0,0,2010,94000
1139,20,RL,9819,6,5,1977,1977,0,TA,1567,Y,1567,0,1567,1,Gd,2,2,2009,196000
1140,30,RL,8731,5,5,1920,1950,0,TA,915,Y,1167,0,1167,0,TA,1,2,2007,144000
1141,20,RL,7350,5,7,1951,1951,0,TA,952,Y,952,0,952,1,TA,0,2,2008,139000
1142,60,RL,10304,5,7,1976,1976,44,TA,780,Y,1088,780,1868,1,Gd,1,2,2009,197500
1143,60,RL,9965,8,5,2006,2007,340,Gd,1466,Y,1466,1362,2828,1,Gd,1,3,2007,424870
1144,20,RL,9000,5,3,1959,1959,0,TA,1006,Y,1006,0,1006,0,TA,0,0,2008,80000
1145,190,RL,12180,4,4,1941,1950,0,TA,672,N,672,252,924,1,Fa,0,1,2010,80000
1146,50,RM,6240,5,6,1928,1950,0,TA,1042,Y,1042,534,1576,0,TA,1,1,2006,149000
1147,20,RL,11200,6,5,1985,1985,85,Gd,1298,Y,1298,0,1298,1,Gd,1,2,2006,180000
1148,70,RL,12000,7,7,1941,1950,0,TA,704,Y,860,704,1564,0,Fa,1,1,2009,174500
1149,50,RM,5700,7,7,1926,1950,0,TA,572,Y,572,539,1111,0,TA,1,1,2008,116900
1150,70,RM,9000,7,9,1920,1988,0,TA,650,Y,832,650,1482,0,TA,0,2,2009,143000
1151,20,RL,8280,6,5,1950,1950,0,TA,932,Y,932,0,932,0,Gd,1,1,2007,124000
1152,20,RL,17755,5,4,1959,1959,132,TA,1466,Y,1466,0,1466,0,Fa,2,2,2006,149900
1153,20,RL,14115,6,7,1956,2004,0,TA,1073,Y,1811,0,1811,0,Ex,1,2,2006,230000
1154,30,RM,5890,6,8,1930,2007,0,Gd,816,Y,816,0,816,0,TA,0,1,2008,120500
1155,60,RL,13700,7,6,1965,1988,288,TA,864,Y,902,918,1820,0,Gd,2,2,2008,201800
1156,20,RL,10768,5,8,1976,2004,0,Gd,1437,Y,1437,0,1437,1,Gd,1,2,2007,218000
1157,80,RL,9350,5,8,1965,1999,0,TA,1219,Y,1265,0,1265,0,Gd,1,2,2008,179900
1158,120,RL,5001,7,5,2007,2008,166,Gd,1314,Y,1314,0,1314,1,Gd,1,2,2009,230000
1159,20,RL,11932,8,5,2007,2008,186,Gd,1580,Y,1580,0,1580,0,Gd,0,3,2008,235128
1160,60,RL,9120,6,6,1974,1974,270,Gd,901,Y,943,933,1876,0,Gd,1,2,2008,185000
1161,160,RL,2280,6,5,1978,1978,0,TA,855,Y,855,601,1456,0,TA,1,2,2010,146000
1162,20,RL,14778,6,7,1954,2006,72,Gd,1296,Y,1640,0,1640,1,Gd,1,2,2008,224000
1163,20,RL,8724,5,5,1968,1968,0,TA,894,Y,894,0,894,0,TA,1,2,2007,129000
1164,90,RL,12900,4,4,1969,1969,0,TA,1198,Y,1258,0,1258,2,TA,0,2,2008,108959
1165,80,RL,16157,5,7,1978,1978,0,TA,1360,Y,1432,0,1432,1,Gd,1,2,2007,194000
1166,20,RL,9541,7,5,2009,2009,268,Gd,1502,Y,1502,0,1502,0,Gd,0,2,2009,233170
1167,20,RL,10475,8,5,2008,2008,72,Gd,1694,Y,1694,0,1694,0,Gd,0,3,2010,245350
1168,60,RL,10852,6,5,2000,2000,0,TA,959,Y,959,712,1671,1,TA,1,2,2006,173000
1169,70,RL,13728,6,7,1935,1986,0,TA,1127,Y,1236,872,2108,0,Gd,2,2,2008,235000
1170,60,RL,35760,10,5,1995,1996,1378,Gd,1930,Y,1831,1796,3627,1,Gd,1,3,2006,625000
1171,80,RL,9880,6,6,1977,1977,0,TA,1096,Y,1118,0,1118,1,TA,1,1,2008,171000
1172,20,RL,9120,6,6,1958,1958,0,TA,1261,Y,1261,0,1261,1,TA,1,2,2008,163000
1173,160,FV,4017,7,5,2006,2007,0,Gd,625,Y,625,625,1250,0,Gd,0,2,2008,171900
1174,50,RL,18030,5,6,1946,1994,0,TA,1598,Y,1636,971,3086,0,Ex,1,0,2007,200500
1175,70,RL,16560,6,8,1932,1950,0,TA,952,Y,1170,1175,2345,0,TA,1,2,2006,239000
1176,50,RL,10678,8,5,1992,2000,337,Gd,1683,Y,2129,743,2872,0,Gd,1,2,2007,285000
1177,20,RL,6951,5,5,1984,1985,0,TA,876,Y,923,0,923,1,TA,0,1,2008,119500
1178,50,RM,3950,6,8,1926,2004,0,TA,818,Y,818,406,1224,0,TA,0,1,2009,115000
1179,50,RL,7681,5,6,1921,1950,0,TA,731,Y,820,523,1343,0,TA,1,1,2009,154900
1180,20,RL,8335,5,5,1954,1954,0,TA,0,Y,1124,0,1124,0,TA,1,0,2006,93000
1181,60,RL,11170,7,5,1990,1991,0,TA,1216,Y,1298,1216,2514,0,TA,0,2,2006,250000
1182,120,RM,5587,8,5,2008,2008,186,Ex,1600,Y,1652,0,1652,1,Gd,1,2,2008,392500
1183,60,RL,15623,10,5,1996,1996,0,Gd,2396,Y,2411,2065,4476,1,Ex,2,3,2007,745000
1184,30,RL,10800,5,6,1920,1950,0,TA,1120,Y,1130,0,1130,1,TA,1,2,2006,120000
1185,20,RL,35133,5,4,1963,1963,226,TA,1572,Y,1572,0,1572,1,TA,2,3,2007,186700
1186,50,RL,9738,5,7,1924,1950,0,TA,784,Y,949,272,1221,1,TA,0,1,2006,104900
1187,190,RL,10615,3,5,1900,1970,0,TA,978,Y,1014,685,1699,1,TA,0,2,2009,95000
1188,20,RL,12461,8,5,1994,1995,0,Gd,1624,Y,1624,0,1624,1,Gd,1,3,2006,262000
1189,60,RL,8935,7,5,2002,2002,95,Gd,831,Y,831,829,1660,0,Gd,0,2,2009,195000
1190,60,RL,7500,7,5,1999,1999,0,TA,994,Y,1028,776,1804,0,Gd,1,2,2010,189000
1191,190,RL,32463,4,4,1961,1975,149,TA,1249,Y,1622,0,1622,1,TA,1,4,2007,168000
1192,160,FV,2645,8,5,1999,2000,456,Gd,776,Y,764,677,1441,0,Gd,0,2,2007,174000
1193,50,RM,9600,5,8,1925,1994,0,TA,702,Y,842,630,1472,0,Gd,0,1,2007,125000
1194,120,RM,4500,6,5,1999,1999,425,TA,1224,Y,1224,0,1224,1,TA,0,2,2009,165000
1195,60,RL,9364,6,7,1969,1969,143,TA,663,Y,663,689,1352,0,TA,0,1,2010,158000
1196,60,RL,8029,6,5,2005,2005,0,TA,728,Y,728,728,1456,0,Gd,0,2,2008,176000
1197,60,RL,14054,7,5,2006,2006,0,Gd,879,Y,879,984,1863,0,Gd,1,3,2006,219210
1198,75,RM,8850,7,6,1916,1950,0,TA,815,Y,815,875,1690,0,TA,1,1,2006,144000
1199,20,RL,9100,7,5,2001,2001,0,Gd,1212,Y,1212,0,1212,0,Gd,0,2,2009,178000
1200,20,RL,11235,4,5,1963,1979,51,TA,1051,Y,1382,0,1382,0,TA,1,2,2006,148000
1201,20,RL,9353,4,5,1970,1970,0,TA,864,Y,864,0,864,0,TA,0,1,2006,116050
1202,60,RL,10400,7,5,1998,1998,0,TA,866,Y,866,913,1779,0,Gd,0,2,2009,197900
1203,50,RM,6000,5,8,1925,1997,0,TA,884,Y,884,464,1348,1,TA,1,1,2009,117000
1204,20,RL,9750,7,5,2000,2001,171,Gd,1630,Y,1630,0,1630,0,Gd,1,2,2009,213000
1205,20,RL,10140,5,6,1975,1975,0,TA,1056,Y,1074,0,1074,1,TA,0,2,2006,153500
1206,20,RL,14684,7,7,1990,1991,234,Gd,2158,Y,2196,0,2196,0,Gd,1,3,2009,271900
1207,20,RH,8900,4,4,1966,1966,0,TA,1056,Y,1056,0,1056,1,TA,0,1,2006,107000
1208,20,RL,9135,6,5,2003,2003,120,Gd,1682,Y,1700,0,1700,1,Gd,0,2,2006,200000
1209,20,RL,7763,5,7,1962,1980,0,TA,931,Y,1283,0,1283,1,TA,0,2,2008,140000
1210,20,RL,10182,8,5,2006,2006,420,Gd,1660,Y,1660,0,1660,1,Gd,1,2,2006,290000
1211,60,RL,11218,6,5,1992,1992,0,Gd,1055,Y,1055,790,1845,0,Gd,1,2,2010,189000
1212,50,RL,12134,8,7,1988,2005,0,Gd,559,Y,1080,672,1752,0,TA,0,2,2010,164000
1213,30,RL,9340,4,6,1941,1950,0,TA,672,Y,672,0,672,1,TA,0,1,2009,113000
1214,80,RL,10246,4,9,1965,2001,0,TA,648,Y,960,0,960,1,TA,0,1,2006,145000
1215,85,RL,10205,5,5,1962,1962,0,TA,925,Y,999,0,999,1,TA,0,1,2006,134500
1216,20,RL,7094,5,5,1966,1966,0,TA,894,Y,894,0,894,0,TA,0,1,2007,125000
1217,90,RM,8930,6,5,1978,1978,0,TA,0,Y,1318,584,1902,0,TA,0,2,2010,112000
1218,20,FV,8640,8,5,2009,2009,72,Gd,1300,Y,1314,0,1314,1,Gd,0,2,2009,229456
1219,50,RM,6240,4,5,1947,1950,0,TA,0,N,672,240,912,0,TA,0,0,2006,80500
1220,160,RM,1680,6,5,1971,1971,236,TA,672,Y,672,546,1218,0,TA,0,0,2006,91500
1221,20,RL,7800,5,5,1964,1964,0,TA,912,Y,912,0,912,0,TA,0,1,2006,115000
1222,20,RL,8250,5,5,1968,1968,0,TA,952,Y,1211,0,1211,0,TA,1,1,2008,134000
1223,50,RL,10496,6,6,1949,1950,320,TA,1040,Y,1168,678,1846,0,TA,1,1,2007,143000
1224,20,RL,10680,5,3,1951,1951,44,TA,2136,N,2136,0,2136,0,TA,0,2,2006,137900
1225,60,RL,15384,7,5,2004,2005,0,Gd,788,Y,788,702,1490,1,Gd,1,2,2008,184000
1226,80,RL,10482,6,8,1958,1958,63,TA,588,Y,1138,0,1138,0,TA,0,1,2007,145000
1227,60,RL,14598,6,5,2007,2007,74,Gd,894,Y,894,1039,1933,0,Gd,1,3,2008,214000
1228,20,RL,8872,5,8,1965,2008,300,TA,912,Y,912,0,912,1,Gd,0,2,2008,147000
1229,120,RL,8769,9,5,2008,2008,766,Ex,1702,Y,1702,0,1702,1,Ex,1,3,2008,367294
1230,80,RL,7910,5,5,1960,1960,0,TA,1075,Y,1507,0,1507,0,TA,0,1,2008,127000
1231,90,RL,18890,5,5,1977,1977,1,TA,1361,Y,1361,1259,2620,0,TA,1,2,2007,190000
1232,90,RL,7728,5,6,1962,1962,120,TA,1106,Y,1190,0,1190,1,TA,0,2,2006,132500
1233,90,RL,9842,4,5,1962,1962,0,TA,0,Y,1224,0,1224,0,TA,0,2,2007,101800
1234,20,RL,12160,5,5,1959,1959,180,TA,1188,Y,1188,0,1188,1,TA,0,2,2010,142000
1235,70,RH,8525,5,6,1911,1950,0,TA,940,N,1024,940,1964,0,TA,0,0,2008,130000
1236,70,RL,13132,5,5,1914,1950,0,TA,747,Y,892,892,1784,0,TA,0,1,2006,138887
1237,160,RL,2628,7,5,2003,2003,106,Gd,764,Y,764,862,1626,0,Gd,0,2,2010,175500
1238,60,RL,12393,7,5,2004,2005,0,Gd,847,Y,847,1101,1948,0,Gd,1,2,2006,195000
1239,20,RL,13072,6,5,2005,2005,0,Gd,1141,Y,1141,0,1141,0,TA,0,2,2006,142500
1240,20,RL,9037,8,5,2006,2006,32,Gd,1476,Y,1484,0,1484,0,Ex,1,2,2007,265900
1241,60,RL,8158,7,5,2003,2003,252,Gd,884,Y,884,884,1768,1,Gd,0,2,2008,224900
1242,20,RL,9849,7,6,2007,2007,0,Gd,1689,Y,1689,0,1689,0,Gd,0,3,2007,248328
1243,85,RL,10625,7,6,1974,1974,81,TA,1053,Y,1173,0,1173,1,Gd,2,2,2010,170000
1244,20,RL,13891,10,5,2006,2006,NA,Ex,2076,Y,2076,0,2076,1,Ex,1,3,2006,465000
1245,70,RL,11435,8,7,1929,1950,0,TA,792,Y,792,725,1517,0,Gd,2,2,2006,230000
1246,80,RL,12090,6,7,1984,2003,74,TA,585,Y,1140,728,1868,0,TA,1,2,2007,178000
1247,60,FV,8125,7,5,2005,2006,0,Gd,756,Y,756,797,1553,0,Gd,0,2,2006,186500
1248,80,RL,12328,6,5,1976,1976,335,TA,1012,Y,1034,0,1034,1,TA,0,3,2010,169900
1249,75,RM,9600,6,5,1917,1950,0,TA,735,N,1134,924,2058,0,TA,1,2,2008,129500
1250,20,RL,7200,5,7,1950,1950,0,TA,876,Y,988,0,988,0,TA,0,1,2007,119000
1251,20,RL,11160,7,5,1968,1968,0,Gd,2110,Y,2110,0,2110,1,Ex,2,2,2010,244000
1252,120,RL,3136,7,5,2003,2003,163,Gd,1405,Y,1405,0,1405,0,Gd,1,2,2006,171750
1253,20,RL,9858,5,6,1968,1968,0,TA,864,Y,874,0,874,1,TA,0,1,2009,130000
1254,60,RL,17542,7,7,1974,2003,0,Gd,1192,Y,1516,651,2167,1,Gd,2,2,2007,294000
1255,60,RL,6931,7,5,2003,2004,92,Gd,746,Y,760,896,1656,0,Gd,1,2,2008,165400
1256,50,RM,6240,6,6,1931,1950,0,TA,884,Y,959,408,1367,0,TA,1,1,2007,127500
1257,20,RL,14303,8,5,1994,1994,554,Gd,1986,Y,1987,0,1987,1,Gd,1,2,2008,301500
1258,30,RL,4060,5,8,1922,1950,0,TA,864,Y,864,0,864,0,TA,0,0,2009,99900
1259,80,RL,9587,7,5,2005,2005,182,Gd,856,Y,1166,0,1166,1,Gd,0,2,2008,190000
1260,20,RL,9750,6,8,1969,1969,0,TA,1054,Y,1054,0,1054,1,TA,0,2,2008,151000
1261,60,RL,24682,6,5,1999,1999,0,TA,841,Y,892,783,1675,0,TA,1,2,2009,181000
1262,20,RL,9600,5,6,1956,1956,0,TA,1050,Y,1050,0,1050,0,TA,0,1,2009,128900
1263,50,RL,11250,4,5,1957,1989,0,TA,1104,Y,1104,684,1788,1,TA,2,1,2009,161500
1264,70,RL,13515,6,6,1919,1950,0,TA,764,Y,1060,764,1824,0,TA,1,2,2007,180500
1265,120,RH,4060,6,5,1998,1999,0,Gd,1405,Y,1337,0,1337,1,Gd,0,2,2008,181000
1266,160,FV,3735,7,5,1999,1999,218,Gd,691,Y,713,739,1452,1,Gd,0,2,2006,183900
1267,190,RM,10120,7,4,1910,1950,0,Fa,925,N,964,925,1889,0,TA,1,1,2007,122000
1268,20,RL,13214,9,5,2008,2009,0,Ex,2002,Y,2018,0,2018,0,Ex,1,3,2010,378500
1269,50,RL,14100,8,9,1935,1997,632,TA,728,Y,1968,1479,3447,0,Gd,2,3,2008,381000
1270,50,RL,11344,5,5,1958,1958,180,TA,874,Y,874,650,1524,0,TA,0,1,2007,144000
1271,40,RL,23595,7,6,1979,1979,0,Gd,1332,Y,1332,192,1524,2,Gd,1,2,2010,260000
1272,20,RL,9156,6,7,1968,1968,0,TA,1489,Y,1489,0,1489,0,Gd,1,2,2009,185750
1273,20,RL,13526,5,6,1965,1965,114,TA,935,Y,935,0,935,1,TA,0,1,2006,137000
1274,80,RL,11512,6,7,1959,2006,84,TA,1019,Y,1357,0,1357,1,Ex,1,1,2008,177000
1275,50,RL,5362,5,6,1910,2003,0,TA,661,Y,661,589,1250,0,TA,1,2,2007,139000
1276,90,RL,11345,5,5,1948,1950,567,TA,928,Y,928,992,1920,0,TA,0,2,2007,137000
1277,60,RL,12936,6,6,1972,1972,0,TA,723,Y,735,660,1395,0,TA,1,2,2009,162000
